Day,Product variant SKU at time of sale,Net items sold
12/25/2025,TD125060U,2
12/25/2025,TDW3670,3
12/25/2025,TDWFP002,2
12/25/2025,TDWFP003,17
12/25/2025,TDWFP028,23
12/25/2025,TD250060U,4
12/25/2025,TD250120U,4
12/25/2025,TDW4680,8
12/25/2025,TD125060U,1
12/25/2025,TDW0910,4
12/25/2025,TDWFP013,4
12/25/2025,TDWFP019.1,7
12/25/2025,TDWFP029,3
12/25/2025,TDWFP016,1
12/25/2025,TDWB020,3
12/25/2025,T172060U,3
12/25/2025,TDWFP008,4
12/25/2025,TDWFP009,2
12/25/2025,TD125030U,7
12/25/2025,TDWFP029,6
12/25/2025,TDWB004,1
12/25/2025,TDW2075,1
12/25/2025,TDWFP010,8
12/25/2025,TDWFP019,5
12/25/2025,TDWFP020,4
12/25/2025,TD918060U,1
12/25/2025,TDWFP002,12
12/25/2025,TD527030U,1
12/25/2025,TDW4680,1
12/25/2025,TDWFP001,20
12/25/2025,TDWFP022,2
12/25/2025,TDWFP022,2
12/25/2025,TDWFP007,2
12/25/2025,TD250120U,6
12/25/2025,TDW2300,5
12/25/2025,TDW4680,10
12/25/2025,TDWFP023,1
12/25/2025,TD145060U,2
12/25/2025,TDWFP009,1
12/25/2025,TDWFP021,1
12/25/2025,TDWFP006,2
12/25/2025,TD250060U,25
12/25/2025,TD128090U,1
12/25/2025,TDWFP011,8
12/25/2025,TDWFP001,4
12/25/2025,TDWFP008,8
12/25/2025,TDWFP022,3
12/25/2025,TDW0910,8
12/25/2025,TDWFP008,4
12/25/2025,TDWFP010,35
12/25/2025,TDWFP029,1
12/25/2025,TDWFP020,1
12/25/2025,TDWFP014,1
12/25/2025,TDWFP019,2
12/25/2025,TDWFP011,14
12/25/2025,TDWFP024,2
12/25/2025,TDW2075,8
12/25/2025,TDWFP006,11
12/25/2025,TD440060U,6
12/25/2025,TDWM001,3
12/25/2025,TDWFP008,2
12/25/2025,TDWFP020,2
12/25/2025,TDWFP004,1
12/25/2025,TDWFP006,1
12/25/2025,TD485060U,1
12/25/2025,TDWFP015,4
12/25/2025,TD360060U,3
12/25/2025,TDWFP012,2
12/25/2025,TDWFP004,1
12/25/2025,TDWFP021,4
12/25/2025,TDWFP019,1
12/25/2025,TD718060U,1
12/25/2025,TD125030U,1
12/25/2025,TDWFP007,2
12/24/2025,TDWFP006,6
12/24/2025,TD485060U,1
12/24/2025,TD360060U,2
12/24/2025,TD440060U,1
12/24/2025,GYGR002,1
12/24/2025,TDWFP004,7
12/24/2025,TDWFP008,5
12/24/2025,TDWFP022,1
12/24/2025,TDWFP020,1
12/24/2025,TD250060U,2
12/24/2025,TDWFP014,3
12/24/2025,TDWFP012.1,2
12/24/2025,TD440060U,6
12/24/2025,TDW2075,9
12/24/2025,TDWFP006,4
12/24/2025,TDWFP024,1
12/24/2025,TDWFP007,3
12/24/2025,TD266060U,1
12/24/2025,TDWFP001,2
12/24/2025,TDWFP024,1
12/24/2025,TD125030U,2
12/24/2025,TDWFP021,1
12/24/2025,TDWFP023,1
12/24/2025,TDWFP012,2
12/24/2025,TD250060U,23
12/24/2025,TDWFP018,2
12/24/2025,TDWFP015,3
12/24/2025,TDWFP008,13
12/24/2025,TDWFP021,2
12/24/2025,TD440060U,2
12/24/2025,TDWB004,1
12/24/2025,TDW3670,8
12/24/2025,TDWFP011,4
12/24/2025,TD125030U,4
12/24/2025,TDWFP005,1
12/24/2025,TDWFP010,22
12/24/2025,GYGR002,1
12/24/2025,TDWFP007,1
12/24/2025,TDWFP019,1
12/24/2025,TDWFP011,1
12/24/2025,TD250120U,8
12/24/2025,TDWM001,2
12/24/2025,TDW2300,1
12/24/2025,TDWFP023,1
12/24/2025,TDW2300,3
12/24/2025,TD145060U,2
12/24/2025,TDWFP004,1
12/24/2025,TDWFP021,2
12/24/2025,TDWFP006,1
12/24/2025,TDWFP028,2
12/24/2025,TD125030U,12
12/24/2025,TDWFP020,3
12/24/2025,TDWFP019,11
12/24/2025,TDWFP001,4
12/24/2025,TDWFP001,17
12/24/2025,TDWFP013,1
12/24/2025,TD918060U,3
12/24/2025,TD125060U,1
12/24/2025,TDWFP004,3
12/24/2025,TDWFP022,1
12/24/2025,TDWFP024,1
12/24/2025,TDWFP013,2
12/24/2025,TDWFP012,1
12/24/2025,T172060U,2
12/24/2025,TDWFP024,2
12/24/2025,TDWFP010,2
12/24/2025,TDWFP009,1
12/24/2025,TDWFP001,12
12/24/2025,TD266060U,2
12/24/2025,TDWFP029,2
12/24/2025,TDW2075,3
12/24/2025,TDWFP010,15
12/24/2025,TDWFP002,3
12/24/2025,TD527030U,1
12/24/2025,TDWFP007,11
12/24/2025,TD527030U,6
12/24/2025,TDW3670,2
12/24/2025,TDWFP008,1
12/24/2025,TDWFP002,5
12/24/2025,TDWFP028,21
12/24/2025,TDWFP016,1
12/24/2025,TDWFP003,8
12/24/2025,TDWFP015,4
12/24/2025,TD250120U,3
12/24/2025,TD250060U,1
12/24/2025,TD360060U,1
12/24/2025,TD125060U,1
12/24/2025,TDW4680,3
12/24/2025,TD578060U,1
12/24/2025,TDWFP002,24
12/24/2025,TDW0910,1
12/24/2025,TDWFP019.1,2
12/24/2025,TDWB020,2
12/24/2025,TD125060U,2
12/23/2025,TDWFP013,9
12/23/2025,TDW2075,8
12/23/2025,TDWFP006,7
12/23/2025,TD440060U,6
12/23/2025,TDWFP004,2
12/23/2025,TDWFP024,1
12/23/2025,TDWFP001,2
12/23/2025,TD485060U,1
12/23/2025,TDWFP012,3
12/23/2025,TDWFP017,1
12/23/2025,TDWFP024,3
12/23/2025,TDWFP004,2
12/23/2025,TDWFP010,3
12/23/2025,TDWFP008,1
12/23/2025,TD360060U,1
12/23/2025,TDWFP001,13
12/23/2025,TDWFP006,1
12/23/2025,TDWFP024,2
12/23/2025,TDWFP010,1
12/23/2025,TDWFP013,1
12/23/2025,TDWB021,3
12/23/2025,TDWFP019.1,2
12/23/2025,TDWFP002,2
12/23/2025,TDW0910,1
12/23/2025,TD527030U,1
12/23/2025,TDWFP002,13
12/23/2025,TDW2300,3
12/23/2025,TDWFP023,1
12/23/2025,TD250120U,4
12/23/2025,TDWFP029,6
12/23/2025,TDWFP021,3
12/23/2025,TDWFP018,1
12/23/2025,GYGR002,2
12/23/2025,TDW4680,6
12/23/2025,TD145060U,2
12/23/2025,TDWFP007,1
12/23/2025,TDWFP010,26
12/23/2025,TDWFP029,1
12/23/2025,TDW0910,3
12/23/2025,TDWFP008,10
12/23/2025,TDWFP019.1,3
12/23/2025,TDWB020,2
12/23/2025,TDWFP011,4
12/23/2025,TDWFP016,3
12/23/2025,TDWFP012,1
12/23/2025,TD250060U,26
12/23/2025,TDWFP002,4
12/23/2025,TDWFP028,59
12/23/2025,TDWFP003,18
12/23/2025,T172060U,1
12/23/2025,TDWFP010,28
12/23/2025,TD250120U,1
12/23/2025,TD250060U,5
12/23/2025,TDWFP029,2
12/23/2025,TD125060U,2
12/23/2025,TDW0910,3
12/23/2025,TDW4680,2
12/23/2025,TDWFP008,5
12/23/2025,TDWFP022,3
12/23/2025,TD523120U,2
12/23/2025,TD250060U,2
12/23/2025,TDWFP014,1
12/23/2025,TDWFP005,2
12/23/2025,TD482060U,3
12/23/2025,TDWFP009,2
12/23/2025,TDWFP006,5
12/23/2025,TD440060U,1
12/23/2025,TDWFP013,4
12/23/2025,TDWFP019,5
12/23/2025,TDWM001,1
12/23/2025,TDWFP021,1
12/23/2025,TDWFP020,2
12/23/2025,TDWFP009,5
12/23/2025,TDWFP023,3
12/23/2025,TDWB004,1
12/23/2025,TDWFP028,1
12/23/2025,TD250120U,4
12/23/2025,TD125030U,7
12/23/2025,TD527030U,1
12/23/2025,TDWFP022,3
12/23/2025,TDWFP022,2
12/23/2025,TDWFP007,5
12/23/2025,TD918060U,1
12/23/2025,TDWFP001,22
12/23/2025,TD918060U,1
12/23/2025,TD125030U,1
12/23/2025,TDWFP005,2
12/23/2025,TDWFP015,9
12/23/2025,TDWFP016,1
12/23/2025,TDWFP007,2
12/23/2025,TDWFP018,1
12/23/2025,TD125060U,6
12/23/2025,TDWFP015,3
12/23/2025,TDWFP021,1
12/23/2025,TDWFP002,20
12/23/2025,TD578060U,2
12/23/2025,TD440060U,2
12/23/2025,TDWB004,1
12/23/2025,TDWFP001,2
12/23/2025,TDW3670,6
12/23/2025,TD559060U,1
12/23/2025,GYGR001,2
12/23/2025,TDWFP013,1
12/23/2025,TDWG001,1
12/23/2025,TD718060U,2
12/23/2025,TDWFP019,4
12/23/2025,TDWFP011,3
12/23/2025,TDWFP008,3
12/23/2025,TDWFP007,8
12/23/2025,TD527030U,6
12/22/2025,TD125030U,4
12/22/2025,TDWFP023,-1
12/22/2025,TDWFP009,2
12/22/2025,TD250120U,2
12/22/2025,TD718060U,2
12/22/2025,TD145060U,2
12/22/2025,TDWFP012.1,1
12/22/2025,TDWFP007,17
12/22/2025,TDW3670,3
12/22/2025,TDWFP019.1,10
12/22/2025,TD527030U,7
12/22/2025,T172060U,1
12/22/2025,TD918060U,1
12/22/2025,TDWFP007,13
12/22/2025,TDWFP024,1
12/22/2025,TD529060U,1
12/22/2025,TDWFP022,3
12/22/2025,TDWB020,1
12/22/2025,TDWFP008,11
12/22/2025,TDWFP015,11
12/22/2025,TDWFP020,2
12/22/2025,TDWFP011,1
12/22/2025,TD250060U,1
12/22/2025,TDWFP001,-1
12/22/2025,TDWFP014,1
12/22/2025,TDWFP006,3
12/22/2025,TD125060U,4
12/22/2025,TD482060U,1
12/22/2025,TD440060U,1
12/22/2025,TD128090U,1
12/22/2025,TD250060U,1
12/22/2025,TDWFP002,8
12/22/2025,TDWFP018,1
12/22/2025,TDWFP020,1
12/22/2025,TDWFP019,1
12/22/2025,TDWFP006,2
12/22/2025,TD125030U,11
12/22/2025,TDWFP028,2
12/22/2025,TDWB004,2
12/22/2025,TDWFP019,6
12/22/2025,TDWFP011,8
12/22/2025,TDWFP029,1
12/22/2025,TDWFP022,2
12/22/2025,TDW2300,1
12/22/2025,TDWM001,2
12/22/2025,TDWFP008,3
12/22/2025,TD918060U,2
12/22/2025,TDWFP001,22
12/22/2025,TDWFP001,4
12/22/2025,TDWFP020,3
12/22/2025,TDWFP005,4
12/22/2025,TD250120U,1
12/22/2025,TD125030U,2
12/22/2025,TDWFP010,1
12/22/2025,TDWFP007,3
12/22/2025,TDWFP018,2
12/22/2025,TDWFP015,13
12/22/2025,TDWFP005,5
12/22/2025,TDWFP009,3
12/22/2025,TDWFP021,1
12/22/2025,TDWFP013,2
12/22/2025,T172060U,4
12/22/2025,TDWFP009,1
12/22/2025,TDW3670,1
12/22/2025,T172060U,2
12/22/2025,TDWFP017,1
12/22/2025,TDWFP011,3
12/22/2025,TDWFP012,3
12/22/2025,TDWFP008,14
12/22/2025,TDWFP010,2
12/22/2025,TDWFP024,7
12/22/2025,TDWFP012,1
12/22/2025,TDWFP024,1
12/22/2025,TD250060U,25
12/22/2025,TDWFP001,37
12/22/2025,TDWFP024,1
12/22/2025,TDWG003,2
12/22/2025,TDWFP011,1
12/22/2025,TDWFP013,1
12/22/2025,TDW0910,6
12/22/2025,TDWFP028,1
12/22/2025,TDW2075,3
12/22/2025,TDWFP029,1
12/22/2025,TDW0910,1
12/22/2025,TDWFP010,29
12/22/2025,TDWFP015,2
12/22/2025,TDWFP023,1
12/22/2025,TDW2300,3
12/22/2025,TDWFP013,4
12/22/2025,TDWFP003,1
12/22/2025,TDWFP012,1
12/22/2025,TD125060U,1
12/22/2025,TD250120U,6
12/22/2025,GYGR001,1
12/22/2025,TDWFP012,2
12/22/2025,TDWFP018,1
12/22/2025,TDWFP003,2
12/22/2025,TD250060U,1
12/22/2025,TDWFP021,3
12/22/2025,TDWFP002,1
12/22/2025,TD145060U,1
12/22/2025,TD485060U,1
12/22/2025,TD523120U,2
12/22/2025,TD523120U,1
12/22/2025,TDWFP001,8
12/22/2025,TDW4680,2
12/22/2025,TDW0910,3
12/22/2025,TDWFP019.1,5
12/22/2025,TDWFP029,2
12/22/2025,TDWFP004,3
12/22/2025,TDWFP006,2
12/22/2025,TDWFP016,4
12/22/2025,TDWB020,6
12/22/2025,TDWFP020,1
12/22/2025,TD485060U,2
12/22/2025,TD360060U,3
12/22/2025,TD128090U,1
12/22/2025,TDWFP002,8
12/22/2025,TDWFP003,21
12/22/2025,TDWFP028,50
12/22/2025,TD250060U,9
12/22/2025,T172060U,4
12/22/2025,TD250120U,3
12/22/2025,TDW4680,3
12/22/2025,TD360060U,1
12/22/2025,TD125060U,1
12/22/2025,TD527030U,1
12/22/2025,TDWFP002,35
12/22/2025,TDWFP024,3
12/22/2025,TD440060U,5
12/22/2025,TDW2075,8
12/22/2025,TDWFP006,4
12/22/2025,TDW2075,1
12/22/2025,TDWFP029,11
12/22/2025,TDWFP010,24
12/21/2025,TDWFP011,1
12/21/2025,TD578060U,1
12/21/2025,TDWFP021,4
12/21/2025,TDWFP003,1
12/21/2025,TDWFP018,2
12/21/2025,TDWFP029,5
12/21/2025,TDWFP010,25
12/21/2025,TDW4680,2
12/21/2025,TDWFP013,1
12/21/2025,TDW2075,2
12/21/2025,TDWB006,1
12/21/2025,TDWFP023,1
12/21/2025,TDW2300,6
12/21/2025,TDW4680,1
12/21/2025,TDWFP002,24
12/21/2025,TD440060U,1
12/21/2025,TD524120U,1
12/21/2025,TD250120U,12
12/21/2025,TDWG002,3
12/21/2025,TDWFP003,36
12/21/2025,TDWFP028,62
12/21/2025,TDWFP002,1
12/21/2025,TDW4680,10
12/21/2025,TD525060U,2
12/21/2025,TDW0910,3
12/21/2025,TD482060U,1
12/21/2025,TDWFP010,25
12/21/2025,TD250060U,10
12/21/2025,T172060U,2
12/21/2025,TD250120U,4
12/21/2025,TDWFP016,2
12/21/2025,TDWFP011,3
12/21/2025,TDWB020,6
12/21/2025,TDW0910,3
12/21/2025,TDWFP019.1,3
12/21/2025,TDWFP029,3
12/21/2025,TDWFP008,12
12/21/2025,TD250060U,30
12/21/2025,TDWFP012,2
12/21/2025,TD360060U,3
12/21/2025,GYGR001,1
12/21/2025,TDWFP012,2
12/21/2025,TD523120U,2
12/21/2025,TDWFP001,3
12/21/2025,TDWFP013,4
12/21/2025,TD250060U,2
12/21/2025,TDWFP004,7
12/21/2025,GYGR002,1
12/21/2025,TDWFP024,1
12/21/2025,TDWFP006,4
12/21/2025,TDW2075,13
12/21/2025,TD125060U,1
12/21/2025,TD440060U,4
12/21/2025,TDWB021,3
12/21/2025,TDWG003,1
12/21/2025,TD527030U,1
12/21/2025,TDWFP011,2
12/21/2025,TD760030U,1
12/21/2025,TDW0910,1
12/21/2025,TDWFP015,2
12/21/2025,TDW2075,1
12/21/2025,TDWFP004,6
12/21/2025,TDWFP010,6
12/21/2025,TDWFP024,11
12/21/2025,TDWFP017,1
12/21/2025,TDWFP012,5
12/21/2025,TDWFP001,27
12/21/2025,TD266060U,2
12/21/2025,TDWFP018,2
12/21/2025,TDWFP015,1
12/21/2025,TD125060U,1
12/21/2025,TD718060U,1
12/21/2025,TDW3670,1
12/21/2025,TDW3670,3
12/21/2025,TD440060U,2
12/21/2025,TDWFP002,22
12/21/2025,TDWFP021,11
12/21/2025,TD578060U,2
12/21/2025,GYGR002,1
12/21/2025,TDWFP005,1
12/21/2025,TD718060U,1
12/21/2025,TD125030U,1
12/21/2025,TDWFP015,12
12/21/2025,TDWFP016,4
12/21/2025,TDWM001,5
12/21/2025,TDW2300,2
12/21/2025,TDWFP012.1,1
12/21/2025,TDWFP019,5
12/21/2025,TDWFP011,7
12/21/2025,TDW3670,4
12/21/2025,TDWFP020,8
12/21/2025,TDW2300,1
12/21/2025,TD527030U,5
12/21/2025,TDWFP007,13
12/21/2025,TDW4682,2
12/21/2025,TDWFP018,5
12/21/2025,TDWFP007,1
12/21/2025,TD718060U,2
12/21/2025,TDWG001,1
12/21/2025,TD525060U,5
12/21/2025,TDWFP023,1
12/21/2025,TD440060U,1
12/21/2025,TD128090U,1
12/21/2025,TDWFP009,1
12/21/2025,TDWFP006,12
12/21/2025,TDWFP005,1
12/21/2025,TDWB019,1
12/21/2025,TD482060U,2
12/21/2025,TDWFP013,1
12/21/2025,TDWFP008,1
12/21/2025,T172060U,2
12/21/2025,TDWFP007,2
12/21/2025,TDWFP022,2
12/21/2025,TDWFP008,8
12/21/2025,TDWFP014,1
12/21/2025,TDWB002,1
12/21/2025,TD250060U,5
12/21/2025,TDWFP022,1
12/21/2025,TDWFP007,3
12/21/2025,TDWFP022,1
12/21/2025,TD145060U,1
12/21/2025,TDWFP012.1,2
12/21/2025,TD523120U,1
12/21/2025,TD918060U,1
12/21/2025,TDWFP001,19
12/21/2025,TDWFP023,3
12/21/2025,TDWFP009,2
12/21/2025,TDWFP019,3
12/21/2025,TDWFP020,2
12/21/2025,TDWFP010,1
12/21/2025,TD125030U,6
12/21/2025,TDWFP021,1
12/21/2025,TD125030U,10
12/21/2025,TD527030U,1
12/21/2025,TD250120U,1
12/21/2025,TDWB004,1
12/21/2025,TDWFP028,4
12/20/2025,TDWM001,3
12/20/2025,TDW2300,7
12/20/2025,TDWFP022,1
12/20/2025,TDWFP019,9
12/20/2025,TDWFP011,11
12/20/2025,TDWFP020,4
12/20/2025,TDWFP001,19
12/20/2025,TDW2300,1
12/20/2025,TDWFP008,3
12/20/2025,TDW4682,2
12/20/2025,TD918060U,1
12/20/2025,TDWFP020,1
12/20/2025,TDWFP019,1
12/20/2025,TD578060U,1
12/20/2025,TDWFP028,1
12/20/2025,TDWT002,1
12/20/2025,TDWB004,1
12/20/2025,TDWFP006,1
12/20/2025,TD125030U,4
12/20/2025,TDWFP009,3
12/20/2025,TDWFP018,3
12/20/2025,TDWFP015,6
12/20/2025,TD266060U,1
12/20/2025,TD718060U,2
12/20/2025,TDW3670,1
12/20/2025,TD250120U,1
12/20/2025,T172060U,1
12/20/2025,TDW3670,2
12/20/2025,TDWFP021,5
12/20/2025,TDWFP013,5
12/20/2025,TD125030U,2
12/20/2025,TDWFP019,1
12/20/2025,TDWFP005,1
12/20/2025,TD718060U,1
12/20/2025,TDWFP007,4
12/20/2025,TDW3670,5
12/20/2025,TDWFP007,3
12/20/2025,TD145060U,1
12/20/2025,TDWFP007,13
12/20/2025,TD523120U,1
12/20/2025,TD918060U,2
12/20/2025,TD527030U,8
12/20/2025,TDWFP009,1
12/20/2025,GYGR001,1
12/20/2025,TDWFP023,3
12/20/2025,TD125030U,3
12/20/2025,TD527030U,1
12/20/2025,TD760030U,1
12/20/2025,TD250120U,1
12/20/2025,TD718060U,1
12/20/2025,TDWFP002,3
12/20/2025,TD440060U,9
12/20/2025,TD128090U,1
12/20/2025,TD525060U,1
12/20/2025,TD125060U,1
12/20/2025,TDWFP006,4
12/20/2025,TDWFP002,20
12/20/2025,TDW4680,1
12/20/2025,TDWFP015,16
12/20/2025,TD524120U,1
12/20/2025,TDWFP011,3
12/20/2025,TDWFP008,9
12/20/2025,TDWFP022,4
12/20/2025,TDWFP014,2
12/20/2025,TD250060U,5
12/20/2025,TDWFP001,1
12/20/2025,TDWFP028,59
12/20/2025,TDWFP003,40
12/20/2025,TDWFP002,7
12/20/2025,TDWFP024,1
12/20/2025,TD360060U,2
12/20/2025,TD125060U,3
12/20/2025,TDW4680,4
12/20/2025,T172060U,5
12/20/2025,TD250120U,6
12/20/2025,TD250060U,13
12/20/2025,TDWB020,2
12/20/2025,TDWFP016,3
12/20/2025,TD440060U,1
12/20/2025,TDWFP004,3
12/20/2025,TDW0910,6
12/20/2025,TDWFP019.1,3
12/20/2025,TD360060U,2
12/20/2025,TD485060U,2
12/20/2025,TDWB006,1
12/20/2025,TD578060U,1
12/20/2025,TDWFP029,5
12/20/2025,TDWFP010,23
12/20/2025,TDW2075,1
12/20/2025,TD559060U,2
12/20/2025,TD250120U,1
12/20/2025,TDW4680,3
12/20/2025,TD527030U,2
12/20/2025,TDWFP002,14
12/20/2025,TD440060U,6
12/20/2025,TD524120U,1
12/20/2025,TDWFP006,19
12/20/2025,TDW2075,5
12/20/2025,TDWFP001,1
12/20/2025,TDWG002,1
12/20/2025,TDWFP011,2
12/20/2025,TDWG003,1
12/20/2025,TDWB021,1
12/20/2025,TDWFP024,2
12/20/2025,TDWT001,1
12/20/2025,TD760030U,3
12/20/2025,TDWFP029,1
12/20/2025,TDWFP015,1
12/20/2025,TD482060U,2
12/20/2025,TDWFP010,46
12/20/2025,TDW0910,1
12/20/2025,TDW2075,3
12/20/2025,TDWFP008,13
12/20/2025,TDWFP024,15
12/20/2025,TDWFP010,4
12/20/2025,TDWFP012,3
12/20/2025,T172060U,1
12/20/2025,TDWFP019,1
12/20/2025,TDWFP011,10
12/20/2025,TDWFP017,2
12/20/2025,TD266060U,1
12/20/2025,TDWFP001,17
12/20/2025,TD250060U,23
12/20/2025,TDWFP018,2
12/20/2025,TDWFP021,1
12/20/2025,TDWFP003,1
12/20/2025,GYGR001,2
12/20/2025,TD523120U,1
12/20/2025,TDWFP001,5
12/20/2025,TD145060U,1
12/20/2025,TDW4680,1
12/20/2025,TDW2300,5
12/20/2025,TDWFP013,6
12/20/2025,TDWFP004,3
12/20/2025,TD250120U,4
12/20/2025,TD125060U,1
12/19/2025,TDWB020,7
12/19/2025,T172060U,3
12/19/2025,TDWFP016,4
12/19/2025,TDWFP013,2
12/19/2025,TDWFP029,3
12/19/2025,TDW0910,1
12/19/2025,TDWFP009,1
12/19/2025,GYGR001,2
12/19/2025,TDWFP022,1
12/19/2025,TDWFP028,68
12/19/2025,TDWFP003,32
12/19/2025,TDWFP001,1
12/19/2025,TDWFP002,1
12/19/2025,TD525060U,1
12/19/2025,TDW4680,3
12/19/2025,T172060U,4
12/19/2025,TD523120U,3
12/19/2025,TD250120U,2
12/19/2025,TD250060U,7
12/19/2025,TDWFP001,22
12/19/2025,TD527030U,1
12/19/2025,TDWFP002,15
12/19/2025,TD527030U,2
12/19/2025,TDW4680,1
12/19/2025,TDWFP003,1
12/19/2025,TD524120U,3
12/19/2025,TDWFP022,3
12/19/2025,TDWG002,1
12/19/2025,GYGR002,1
12/19/2025,TDWFP028,1
12/19/2025,TDWFP029,15
12/19/2025,TD125030U,14
12/19/2025,TDWFP019,4
12/19/2025,TDWFP010,23
12/19/2025,TDWFP020,7
12/19/2025,TDW2075,1
12/19/2025,TD250120U,1
12/19/2025,TDWFP024,10
12/19/2025,TDWFP002,18
12/19/2025,TDWFP010,6
12/19/2025,TDWFP012,2
12/19/2025,TDW4680,2
12/19/2025,TDWFP017,1
12/19/2025,TDWFP001,1
12/19/2025,TDWFP001,16
12/19/2025,TDWFP006,1
12/19/2025,TD125060U,4
12/19/2025,TDWFP011,1
12/19/2025,TDWFP013,3
12/19/2025,TDWB021,2
12/19/2025,TDWFP024,2
12/19/2025,TD760030U,1
12/19/2025,TDW0910,2
12/19/2025,TDWFP011,5
12/19/2025,TDWFP015,2
12/19/2025,TD524120U,2
12/19/2025,TDWFP015,5
12/19/2025,TDW2075,2
12/19/2025,TD482060U,3
12/19/2025,TDWFP013,4
12/19/2025,TDWFP007,12
12/19/2025,TD527030U,4
12/19/2025,TDWFP004,1
12/19/2025,TDW3670,1
12/19/2025,TD125060U,1
12/19/2025,TD718060U,1
12/19/2025,TD760030U,1
12/19/2025,TDWFP024,1
12/19/2025,TD523120U,1
12/19/2025,TDWFP001,6
12/19/2025,TDWFP006,2
12/19/2025,TDW2300,1
12/19/2025,TDWM001,2
12/19/2025,TDWFP006,5
12/19/2025,TDW2075,4
12/19/2025,TD440060U,5
12/19/2025,TDWFP019,8
12/19/2025,TDWFP011,8
12/19/2025,TDWFP024,1
12/19/2025,TDWFP020,11
12/19/2025,TDWFP008,6
12/19/2025,TD125030U,4
12/19/2025,TDWFP005,1
12/19/2025,TDWFP007,2
12/19/2025,TDWFP002,3
12/19/2025,TD360060U,1
12/19/2025,TD485060U,1
12/19/2025,TDWFP018,2
12/19/2025,TDWFP015,8
12/19/2025,TDWFP005,1
12/19/2025,TD718060U,2
12/19/2025,TDW3670,2
12/19/2025,TDW3670,3
12/19/2025,TDWFP004,4
12/19/2025,TDWFP021,5
12/19/2025,TDWB021,1
12/19/2025,TDWB004,1
12/19/2025,TDWFP029,1
12/19/2025,TDW4680,1
12/19/2025,TDWFP009,5
12/19/2025,TD145060U,2
12/19/2025,TDWFP023,1
12/19/2025,TDWFP015,1
12/19/2025,TDWFP021,2
12/19/2025,TD125030U,1
12/19/2025,TDWFP014,1
12/19/2025,TDWFP021,2
12/19/2025,TD250120U,1
12/19/2025,TD250120U,8
12/19/2025,TDWFP007,3
12/19/2025,TD266060U,1
12/19/2025,TDWFP012.1,1
12/19/2025,TDWFP022,1
12/19/2025,TD523120U,1
12/19/2025,TDW2300,2
12/19/2025,TD918060U,1
12/19/2025,TDWFP010,44
12/19/2025,TDWFP020,4
12/19/2025,TDWFP029,1
12/19/2025,TDWFP008,5
12/19/2025,TDWB004,1
12/19/2025,TDWFP022,5
12/19/2025,TDWFP014,4
12/19/2025,TD250060U,4
12/19/2025,TD440060U,2
12/19/2025,TDWFP023,2
12/19/2025,TD482060U,1
12/19/2025,TDWFP006,3
12/19/2025,TD250060U,30
12/19/2025,TDWFP012,2
12/19/2025,TDWFP008,16
12/19/2025,TDWFP011,5
12/18/2025,TDW0910,1
12/18/2025,TDWFP019,0
12/18/2025,TDWFP005,2
12/18/2025,TDWFP029,1
12/18/2025,TD718060U,2
12/18/2025,TDWFP010,25
12/18/2025,TD482060U,1
12/18/2025,TDWFP007,3
12/18/2025,TD128090U,2
12/18/2025,TDWFP018,2
12/18/2025,TD250060U,17
12/18/2025,TDWFP012,5
12/18/2025,TDWFP015,7
12/18/2025,TD718060U,2
12/18/2025,TDW3670,3
12/18/2025,TDWFP009,2
12/18/2025,TDW3670,7
12/18/2025,TDWFP011,5
12/18/2025,TD440060U,1
12/18/2025,TDWFP008,16
12/18/2025,TDWFP021,6
12/18/2025,TD635060U,1
12/18/2025,TDWFP018,1
12/18/2025,TDWFP004,1
12/18/2025,TD145060U,1
12/18/2025,TDW4680,2
12/18/2025,TD524120U,1
12/18/2025,TDWFP018,1
12/18/2025,TDWFP006,1
12/18/2025,TDWG001,1
12/18/2025,TDWFP021,1
12/18/2025,TDWFP003,3
12/18/2025,TDW2300,1
12/18/2025,TDWM001,2
12/18/2025,TDWFP019,6
12/18/2025,TDWFP011,13
12/18/2025,TD250120U,9
12/18/2025,TD482060U,1
12/18/2025,TDWFP023,1
12/18/2025,TDWFP020,3
12/18/2025,TDW2300,2
12/18/2025,TDWFP008,5
12/18/2025,TDWFP008,3
12/18/2025,TDWFP020,1
12/18/2025,TDWFP022,5
12/18/2025,TD524120U,1
12/18/2025,TDWFP008,1
12/18/2025,TDWFP029,1
12/18/2025,TDWFP019.1,1
12/18/2025,TDWFP014,6
12/18/2025,TDWFP007,1
12/18/2025,TD250060U,5
12/18/2025,TDWFP023,1
12/18/2025,TD525060U,2
12/18/2025,TD440060U,2
12/18/2025,TD128090U,1
12/18/2025,TDWFP006,9
12/18/2025,TD760030U,1
12/18/2025,TD360060U,3
12/18/2025,TD128090U,2
12/18/2025,TD485060U,1
12/18/2025,TD482060U,1
12/18/2025,TDWFP004,5
12/18/2025,TDWFP007,1
12/18/2025,TDWFP023,2
12/18/2025,TDWFP009,4
12/18/2025,TD125030U,2
12/18/2025,TDWFP021,0
12/18/2025,TD250120U,1
12/18/2025,TDWFP007,5
12/18/2025,TDWFP024,1
12/18/2025,TD440060U,10
12/18/2025,TDWFP022,4
12/18/2025,TD145060U,1
12/18/2025,TDWFP006,13
12/18/2025,TDWFP012.1,6
12/18/2025,TDW2075,5
12/18/2025,TD523120U,2
12/18/2025,TD918060U,3
